C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_024.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_024.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_024.jpg, 0, 0, 0, 7.972698E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_125.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_125.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_125.jpg, 0, 0, 0, 7.93598E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_225.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_225.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_225.jpg, 0, 0, 0, 7.99357E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_331.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_331.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_331.jpg, 0, 0, 0, 7.873208E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_436.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_436.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_436.jpg, 0, 0, 0, 7.888785E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_538.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_538.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_538.jpg, 0, 0, 0, 7.94825E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_644.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_644.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_644.jpg, 0, 0, 0, 7.920669E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_746.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_746.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_746.jpg, 0, 0, 0, 7.951238E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_849.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_849.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_849.jpg, 0, 0, 0, 7.989029E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_36_59_954.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_36_59_954.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_36_59_954.jpg, 0, 0, 0, 7.958167E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_057.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_057.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_057.jpg, 0, 0, 0, 7.941338E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_161.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_161.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_161.jpg, 0, 0, 0, 8.087946E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_267.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_267.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_267.jpg, 0, 0, 0, 7.982636E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_371.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_371.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_371.jpg, 0, 0, 0, 8.141923E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_476.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_476.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_476.jpg, 0, 0, 0, 7.946845E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_599.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_599.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_599.jpg, 0, 0, 0, 7.940591E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_705.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_705.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_705.jpg, 0, 0, 0, 7.947306E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_808.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_808.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_808.jpg, 0, 0, 0, 7.89099E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_00_912.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_00_912.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_00_912.jpg, 0, 0, 0, 7.876935E-05
C:\Users\Zeytoon_PC\Desktop\data_car\IMG\center_2021_07_10_14_37_01_017.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\left_2021_07_10_14_37_01_017.jpg, C:\Users\Zeytoon_PC\Desktop\data_car\IMG\right_2021_07_10_14_37_01_017.jpg, 0, 0, 0, 7.884754E-05
